"league_gender","season_id","match_id","team_name","shirt_number","player_name","vote","pt_tot","pt_bp","pt_profloss","serv_tot","serv_err","serv_pt","rec_tot","rec_err","rec_pos","rec_per","att_tot","att_err","att_blo","att_pt","att_per","blo_pt"
"Men","1516",1000,"BERLIN.RECYCLING",2,"V.Shoji Erik",NA,NA,NA,NA,NA,NA,NA,8,NA,100,38,NA,NA,NA,NA,NA,NA
"Men","1516",1000,"BERLIN.RECYCLING",3,"Kromm Robert",6,18,7,16,14,NA,2,10,1,60,30,26,NA,1,16,62,NA
"Men","1516",1000,"BERLIN.RECYCLING",6,"Fischer Felix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1000,"BERLIN.RECYCLING",7,"Le Goff Nicolas",6,8,5,5,11,2,1,NA,NA,NA,NA,7,1,NA,5,71,2
"Men","1516",1000,"BERLIN.RECYCLING",8,"Baroti Arpad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1000,"BERLIN.RECYCLING",9,"Lotman Paul",6,6,3,1,14,3,NA,24,2,62,17,8,NA,NA,5,62,1
"Men","1516",1000,"BERLIN.RECYCLING",10,"Kühner Sebastian",7,2,1,NA,8,2,NA,NA,NA,NA,NA,1,NA,NA,1,100,1
"Men","1516",1000,"BERLIN.RECYCLING",11,"Zhukouski Tsimafei",6,1,1,-2,5,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1
"Men","1516",1000,"BERLIN.RECYCLING",12,"Carroll Paul",5,9,4,1,10,5,1,NA,NA,NA,NA,22,1,2,8,36,NA
"Men","1516",1000,"BERLIN.RECYCLING",13,"Schott Ruben",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1000,"BERLIN.RECYCLING",14,"Kmet Tomas",5,4,1,1,11,1,NA,NA,NA,NA,NA,5,NA,2,3,60,1
"Men","1516",1000,"BERLIN.RECYCLING",18,"De Marchi Francesco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1001,"United.Volleys.R..1",1,"Ringseis",NA,NA,NA,-5,NA,NA,NA,30,5,57,17,NA,NA,NA,NA,NA,NA
"Men","1516",1001,"United.Volleys.R..1",2,"Fraser ",5,11,6,1,18,1,2,29,3,48,17,22,2,4,9,41,NA
"Men","1516",1001,"United.Volleys.R..1",5,"Bauer ",6,8,3,4,12,3,1,NA,NA,NA,NA,13,1,NA,5,38,2
"Men","1516",1001,"United.Volleys.R..1",7,"Hopt",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1001,"United.Volleys.R..1",8,"Klobucar",NA,3,2,-1,1,NA,NA,10,2,30,20,7,1,1,2,29,1
"Men","1516",1001,"United.Volleys.R..1",9,"Escher ",6,10,3,4,8,4,NA,1,NA,100,0,12,1,1,4,33,6
"Men","1516",1001,"United.Volleys.R..1",10,"Reichert ",5,8,3,NA,16,5,2,21,1,62,19,24,NA,2,6,25,NA
"Men","1516",1001,"United.Volleys.R..1",11,"Krick",NA,2,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,1,100,1
"Men","1516",1001,"United.Volleys.R..1",14,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1001,"United.Volleys.R..1",16,"Dünnes ",6,22,6,12,10,3,NA,NA,NA,NA,NA,45,5,2,22,49,NA
"Men","1516",1001,"United.Volleys.R..1",17,"Zimmermann ",5,6,5,1,34,5,5,NA,NA,NA,NA,2,NA,NA,1,50,NA
"Men","1516",1002,"TV.Rottenburg.1",1,"Mehlberg ",6,20,5,10,18,2,1,34,NA,79,59,33,5,3,17,52,2
"Men","1516",1002,"TV.Rottenburg.1",3,"Jankowski ",6,4,2,1,10,2,NA,NA,NA,NA,NA,4,1,NA,2,50,2
"Men","1516",1002,"TV.Rottenburg.1",4,"Cipollone",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1002,"TV.Rottenburg.1",6,"Nagel ",6,5,3,-1,18,4,1,NA,NA,NA,NA,6,2,NA,2,33,2
"Men","1516",1002,"TV.Rottenburg.1",7,"Metzger ",6,21,8,12,15,3,NA,NA,NA,NA,NA,41,4,2,19,46,2
"Men","1516",1002,"TV.Rottenburg.1",8,"Isaak ",6,9,5,8,12,NA,NA,NA,NA,NA,NA,11,NA,1,7,64,2
"Men","1516",1002,"TV.Rottenburg.1",9,"Wilmsen",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1002,"TV.Rottenburg.1",10,"Strohbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1002,"TV.Rottenburg.1",12,"Orthmann",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1002,"TV.Rottenburg.1",13,"Karlitzek ",6,16,3,9,16,4,1,14,NA,79,50,24,3,NA,15,62,NA
"Men","1516",1002,"TV.Rottenburg.1",15,"Belizer",NA,NA,NA,-1,NA,NA,NA,24,1,75,42,NA,NA,NA,NA,NA,NA
"Men","1516",1002,"TV.Rottenburg.1",16,"Elsäßer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1003,"SWD.powervolleys.1",1,"Bann",NA,NA,NA,-1,NA,NA,NA,18,1,56,22,NA,NA,NA,NA,NA,NA
"Men","1516",1003,"SWD.powervolleys.1",2,"Verhoeff ",6,11,3,10,16,NA,NA,2,NA,NA,NA,18,NA,1,10,56,1
"Men","1516",1003,"SWD.powervolleys.1",4,"West ",7,4,4,-1,24,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1003,"SWD.powervolleys.1",5,"Barthel ",5,6,1,-1,13,2,NA,33,4,45,21,15,NA,1,5,33,1
"Men","1516",1003,"SWD.powervolleys.1",6,"Yu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1003,"SWD.powervolleys.1",9,"Prolingheuer ",6,19,6,10,14,5,1,NA,NA,NA,NA,34,1,3,15,44,3
"Men","1516",1003,"SWD.powervolleys.1",10,"Pompe ",6,15,6,11,14,1,1,12,1,67,33,21,NA,2,11,52,3
"Men","1516",1003,"SWD.powervolleys.1",11,"Sedore",NA,NA,NA,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1003,"SWD.powervolleys.1",12,"Parkinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1003,"SWD.powervolleys.1",13,"Gevert",NA,NA,NA,-3,3,2,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"Men","1516",1003,"SWD.powervolleys.1",14,"Zachrich ",6,7,1,6,14,NA,NA,NA,NA,NA,NA,9,1,NA,7,78,NA
"Men","1516",1003,"SWD.powervolleys.1",18,"Marks",NA,NA,NA,-2,2,1,NA,5,1,40,20,2,NA,NA,NA,NA,NA
"Men","1516",1004,"TSV.Herrsching.1",1,"Doranth",NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"Men","1516",1004,"TSV.Herrsching.1",4,"Steuerwald ",6,3,2,1,19,1,2,NA,NA,NA,NA,3,NA,1,1,33,NA
"Men","1516",1004,"TSV.Herrsching.1",5,"Höfer ",5,11,6,3,14,3,1,17,NA,59,24,19,1,4,6,32,4
"Men","1516",1004,"TSV.Herrsching.1",6,"Malescha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1004,"TSV.Herrsching.1",7,"Tille",NA,NA,NA,-1,NA,NA,NA,10,1,80,50,NA,NA,NA,NA,NA,NA
"Men","1516",1004,"TSV.Herrsching.1",9,"Neumann",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1004,"TSV.Herrsching.1",11,"Malescha ",6,24,6,13,23,5,3,NA,NA,NA,NA,40,6,NA,21,52,NA
"Men","1516",1004,"TSV.Herrsching.1",12,"Trenkler ",6,10,4,NA,15,NA,2,45,8,31,7,13,1,1,7,54,1
"Men","1516",1004,"TSV.Herrsching.1",13,"Ondrovic ",5,7,2,1,15,3,2,2,1,50,NA,16,NA,2,4,25,1
"Men","1516",1004,"TSV.Herrsching.1",15,"Friedrich ",NA,5,3,NA,15,2,1,NA,NA,NA,NA,6,1,2,2,33,2
"Men","1516",1006,"SVG.Lüneburg.1",1,"Mattson",NA,NA,NA,NA,NA,NA,NA,6,NA,50,33,NA,NA,NA,NA,NA,NA
"Men","1516",1006,"SVG.Lüneburg.1",2,"Brüggemann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1006,"SVG.Lüneburg.1",3,"Kevorken ",7,10,3,9,11,NA,1,NA,NA,NA,NA,8,NA,1,6,75,3
"Men","1516",1006,"SVG.Lüneburg.1",5,"Bahlburg ",5,14,4,8,8,2,NA,17,NA,53,18,26,NA,4,14,54,NA
"Men","1516",1006,"SVG.Lüneburg.1",6,"Kocian ",6,NA,NA,-2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1006,"SVG.Lüneburg.1",7,"Pörner",NA,1,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1006,"SVG.Lüneburg.1",9,"Steinke ",6,9,4,3,9,3,1,NA,NA,NA,NA,15,3,NA,8,53,NA
"Men","1516",1006,"SVG.Lüneburg.1",10,"Marshall",NA,2,1,-2,2,1,1,4,NA,75,NA,5,2,1,1,20,NA
"Men","1516",1006,"SVG.Lüneburg.1",11,"Marks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1006,"SVG.Lüneburg.1",14,"Schlien ",6,10,8,7,13,2,1,NA,NA,NA,NA,8,NA,1,6,75,3
"Men","1516",1006,"SVG.Lüneburg.1",15,"Del Bianco ",5,8,4,4,21,2,2,21,1,48,19,13,NA,1,5,38,1
"Men","1516",1006,"SVG.Lüneburg.1",16,"Mora Sabate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1006,"SVG.Lüneburg.1",18,"Kruse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1007,"CV.Mitteldeutschlan",1,"Brzezinski",6,11,6,6,18,5,NA,NA,NA,NA,NA,9,NA,NA,3,33,8
"Men","1516",1007,"CV.Mitteldeutschlan",2,"Sufa",NA,NA,NA,-1,NA,NA,NA,35,1,57,34,NA,NA,NA,NA,NA,NA
"Men","1516",1007,"CV.Mitteldeutschlan",5,"Martinez Gion",5,15,6,2,16,6,1,23,1,61,35,32,3,3,13,41,1
"Men","1516",1007,"CV.Mitteldeutschlan",6,"Polanski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1007,"CV.Mitteldeutschlan",7,"Buzzelli",5,NA,NA,-1,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Men","1516",1007,"CV.Mitteldeutschlan",8,"Sormaz",NA,NA,NA,-2,NA,NA,NA,1,NA,100,NA,2,2,NA,NA,NA,NA
"Men","1516",1007,"CV.Mitteldeutschlan",10,"Schlag",5,7,4,NA,14,4,1,19,1,32,11,12,1,1,6,50,NA
"Men","1516",1007,"CV.Mitteldeutschlan",11,"Lech",6,26,9,15,19,3,3,1,NA,NA,NA,46,4,4,22,48,1
"Men","1516",1007,"CV.Mitteldeutschlan",12,"Gorski",5,5,2,NA,4,NA,NA,12,2,25,8,10,1,2,4,40,1
"Men","1516",1007,"CV.Mitteldeutschlan",13,"Szablewski",6,7,3,7,15,NA,2,NA,NA,NA,NA,4,NA,NA,3,75,2
"Men","1516",1007,"CV.Mitteldeutschlan",18,"Augustyn",6,6,2,3,10,3,NA,NA,NA,NA,NA,9,NA,NA,5,56,1
"Men","1516",1008,"NETZHOPPERS.K.",1,"Penk",5,4,2,NA,8,NA,1,20,2,55,30,13,1,1,3,23,NA
"Men","1516",1008,"NETZHOPPERS.K.",2,"Ivanov",NA,NA,NA,-5,2,2,NA,11,NA,45,27,3,2,1,NA,NA,NA
"Men","1516",1008,"NETZHOPPERS.K.",3,"Hecht",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1008,"NETZHOPPERS.K.",4,"Ellerkmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1008,"NETZHOPPERS.K.",5,"Itzigehl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1008,"NETZHOPPERS.K.",7,"Hafemann",NA,3,1,1,1,NA,NA,7,2,43,NA,5,NA,NA,3,60,NA
"Men","1516",1008,"NETZHOPPERS.K.",8,"Böhme",5,2,NA,-4,4,3,NA,NA,NA,NA,NA,12,2,1,2,17,NA
"Men","1516",1008,"NETZHOPPERS.K.",10,"Ratajczak",NA,NA,NA,-1,NA,NA,NA,18,1,61,44,NA,NA,NA,NA,NA,NA
"Men","1516",1008,"NETZHOPPERS.K.",11,"Timmermann",5,4,NA,NA,3,2,NA,7,NA,29,NA,15,2,NA,4,27,NA
"Men","1516",1008,"NETZHOPPERS.K.",12,"Heinecke",5,NA,NA,-3,7,1,NA,NA,NA,NA,NA,5,1,1,NA,NA,NA
"Men","1516",1008,"NETZHOPPERS.K.",13,"Rieke",5,2,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"Men","1516",1008,"NETZHOPPERS.K.",14,"Sprung",6,10,2,7,9,2,1,NA,NA,NA,NA,12,NA,1,8,67,1
"Men","1516",1008,"NETZHOPPERS.K.",15,"Ehlers",5,1,NA,-4,3,2,NA,NA,NA,NA,NA,6,2,1,1,17,NA
"Men","1516",1009,"VfB.Friedrichshafen.1",1,"Zenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1009,"VfB.Friedrichshafen.1",2,"Gauna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1009,"VfB.Friedrichshafen.1",3,"Späth-Westerholt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1009,"VfB.Friedrichshafen.1",4,"Venceslau ",5,8,4,1,7,3,NA,9,NA,22,11,11,2,2,5,45,3
"Men","1516",1009,"VfB.Friedrichshafen.1",5,"Nalobin ",7,6,4,6,12,NA,1,NA,NA,NA,NA,6,NA,NA,5,83,NA
"Men","1516",1009,"VfB.Friedrichshafen.1",6,"Finger ",6,11,3,8,5,1,NA,NA,NA,NA,NA,22,1,1,11,50,NA
"Men","1516",1009,"VfB.Friedrichshafen.1",9,"Honore ",6,7,5,7,16,NA,NA,NA,NA,NA,NA,5,NA,NA,5,100,2
"Men","1516",1009,"VfB.Friedrichshafen.1",11,"Perry",NA,NA,NA,NA,NA,NA,NA,15,NA,67,40,NA,NA,NA,NA,NA,NA
"Men","1516",1009,"VfB.Friedrichshafen.1",12,"Günthör",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1009,"VfB.Friedrichshafen.1",13,"Gontariu",5,4,NA,NA,4,2,NA,NA,NA,NA,NA,9,2,NA,4,44,NA
"Men","1516",1009,"VfB.Friedrichshafen.1",14,"Geiler ",5,11,4,8,17,1,3,13,1,23,15,16,1,NA,7,44,1
"Men","1516",1009,"VfB.Friedrichshafen.1",15,"Aciobanitei",6,5,4,1,4,2,1,4,2,NA,NA,3,NA,NA,3,100,1
"Men","1516",1009,"VfB.Friedrichshafen.1",17,"Kocian ",7,2,2,1,9,1,1,1,NA,NA,NA,1,NA,NA,1,100,NA
"Men","1516",1011,"TV.Ingersoll.Bühl.1",1,"Mc Ilvaine ",5,5,5,4,5,1,NA,NA,NA,NA,NA,1,NA,NA,1,100,4
"Men","1516",1011,"TV.Ingersoll.Bühl.1",4,"Tublin ",NA,1,NA,NA,1,NA,NA,2,1,NA,NA,3,NA,NA,NA,NA,1
"Men","1516",1011,"TV.Ingersoll.Bühl.1",5,"Sossenheimer ",5,15,9,6,18,3,3,13,2,46,8,28,NA,4,9,32,3
"Men","1516",1011,"TV.Ingersoll.Bühl.1",7,"Mayaula Nzeza ",6,9,5,7,9,NA,NA,1,1,NA,NA,9,NA,1,7,78,2
"Men","1516",1011,"TV.Ingersoll.Bühl.1",9,"Cléro",6,2,1,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2
"Men","1516",1011,"TV.Ingersoll.Bühl.1",10,"Sandmeier",NA,1,NA,1,2,NA,NA,3,NA,33,33,1,NA,NA,1,100,NA
"Men","1516",1011,"TV.Ingersoll.Bühl.1",11,"Molnar",NA,NA,NA,-1,NA,NA,NA,16,1,56,12,NA,NA,NA,NA,NA,NA
"Men","1516",1011,"TV.Ingersoll.Bühl.1",12,"Mote ",6,11,5,10,22,NA,1,NA,NA,NA,NA,9,NA,1,5,56,5
"Men","1516",1011,"TV.Ingersoll.Bühl.1",13,"Schramm",NA,NA,NA,-2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1011,"TV.Ingersoll.Bühl.1",14,"Russell",5,5,2,-3,11,3,NA,28,2,32,14,14,1,2,4,29,1
"Men","1516",1011,"TV.Ingersoll.Bühl.1",17,"Buchegger ",6,17,5,9,19,2,1,1,NA,NA,NA,33,4,2,14,42,2
"Men","1516",1012,"BERLIN.RECYCLING",2,"Shoji",NA,NA,NA,NA,NA,NA,NA,13,NA,62,15,NA,NA,NA,NA,NA,NA
"Men","1516",1012,"BERLIN.RECYCLING",3,"Kromm",6,15,6,10,10,2,1,20,1,35,15,24,NA,2,14,58,NA
"Men","1516",1012,"BERLIN.RECYCLING",6,"Fischer",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Men","1516",1012,"BERLIN.RECYCLING",7,"Le Goff",6,7,1,5,12,1,NA,1,NA,NA,NA,9,NA,1,6,67,1
"Men","1516",1012,"BERLIN.RECYCLING",8,"Baroti",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,50,NA
"Men","1516",1012,"BERLIN.RECYCLING",9,"Lotman",6,14,7,7,16,2,1,11,NA,91,36,24,2,3,12,50,1
"Men","1516",1012,"BERLIN.RECYCLING",10,"Kühner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1012,"BERLIN.RECYCLING",11,"Zhukouski",6,5,4,5,9,NA,1,NA,NA,NA,NA,1,NA,NA,1,100,3
"Men","1516",1012,"BERLIN.RECYCLING",12,"Carroll",6,10,4,6,11,2,2,2,NA,100,NA,17,NA,2,8,47,NA
"Men","1516",1012,"BERLIN.RECYCLING",13,"Schott",NA,NA,NA,NA,NA,NA,NA,2,NA,50,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1012,"BERLIN.RECYCLING",14,"Kmet",NA,2,1,2,10,NA,NA,NA,NA,NA,NA,1,NA,NA,1,100,1
"Men","1516",1012,"BERLIN.RECYCLING",18,"De Marchi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1013,"United.Volleys.R..1",1,"Ringseis",NA,NA,NA,NA,NA,NA,NA,17,NA,35,24,NA,NA,NA,NA,NA,NA
"Men","1516",1013,"United.Volleys.R..1",2,"Fraser ",5,5,1,2,5,NA,NA,12,NA,58,25,22,NA,3,4,18,1
"Men","1516",1013,"United.Volleys.R..1",3,"Thiel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1013,"United.Volleys.R..1",5,"Bauer ",6,9,5,8,11,1,NA,NA,NA,NA,NA,8,NA,NA,4,50,5
"Men","1516",1013,"United.Volleys.R..1",7,"Hopt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1013,"United.Volleys.R..1",8,"Klobucar",6,3,1,3,2,NA,NA,9,NA,33,22,9,NA,NA,2,22,1
"Men","1516",1013,"United.Volleys.R..1",9,"Escher ",6,8,4,8,10,NA,NA,NA,NA,NA,NA,8,NA,NA,6,75,2
"Men","1516",1013,"United.Volleys.R..1",10,"Reichert ",5,6,3,-1,16,4,3,14,2,43,21,11,NA,1,3,27,NA
"Men","1516",1013,"United.Volleys.R..1",11,"Krick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1013,"United.Volleys.R..1",12,"Wegter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1013,"United.Volleys.R..1",14,"Wolf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1013,"United.Volleys.R..1",16,"Dünnes ",5,19,5,9,15,1,NA,NA,NA,NA,NA,44,4,5,18,41,1
"Men","1516",1013,"United.Volleys.R..1",17,"Zimmermann ",5,1,1,-3,14,3,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"Men","1516",1014,"TV.Rottenburg.1",1,"Mehlberg ",5,5,1,NA,10,1,1,29,1,48,14,19,1,2,3,16,1
"Men","1516",1014,"TV.Rottenburg.1",3,"Jankowski",8,NA,NA,-2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1014,"TV.Rottenburg.1",4,"Cipollone ",7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1014,"TV.Rottenburg.1",6,"Nagel ",NA,6,1,4,14,2,NA,1,NA,100,NA,5,NA,NA,5,100,1
"Men","1516",1014,"TV.Rottenburg.1",7,"Metzger ",5,16,4,9,10,1,NA,NA,NA,NA,NA,32,3,3,15,47,1
"Men","1516",1014,"TV.Rottenburg.1",8,"Isaak ",6,6,2,2,14,3,NA,NA,NA,NA,NA,9,NA,1,4,44,2
"Men","1516",1014,"TV.Rottenburg.1",9,"Wilmsen",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1014,"TV.Rottenburg.1",10,"Strohbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1014,"TV.Rottenburg.1",12,"Orthmann",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1014,"TV.Rottenburg.1",13,"Karlitzek ",5,14,4,11,11,2,NA,24,NA,42,29,28,1,NA,14,50,NA
"Men","1516",1014,"TV.Rottenburg.1",15,"Belizer",NA,NA,NA,-1,NA,NA,NA,12,1,25,17,NA,NA,NA,NA,NA,NA
"Men","1516",1014,"TV.Rottenburg.1",16,"Elsäßer",NA,NA,NA,NA,NA,NA,NA,1,NA,100,0,NA,NA,NA,NA,NA,NA
"Men","1516",1015,"SWD.powervolleys.1",1,"Bann",NA,NA,NA,NA,NA,NA,NA,11,NA,82,36,NA,NA,NA,NA,NA,NA
"Men","1516",1015,"SWD.powervolleys.1",2,"Verhoeff ",6,15,4,11,14,4,1,3,NA,67,33,17,NA,NA,12,71,2
"Men","1516",1015,"SWD.powervolleys.1",4,"West ",6,8,6,2,15,6,2,2,NA,NA,NA,4,NA,NA,3,75,3
"Men","1516",1015,"SWD.powervolleys.1",5,"Barthel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1015,"SWD.powervolleys.1",6,"Yu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1015,"SWD.powervolleys.1",7,"Klingner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1015,"SWD.powervolleys.1",8,"van Bemmelen",6,3,2,1,13,2,1,NA,NA,NA,NA,2,NA,NA,1,50,1
"Men","1516",1015,"SWD.powervolleys.1",9,"Prolingheuer ",6,20,7,9,18,4,4,NA,NA,NA,NA,33,4,3,13,39,3
"Men","1516",1015,"SWD.powervolleys.1",10,"Pompe ",5,6,2,3,13,NA,1,36,NA,67,44,25,2,1,5,20,NA
"Men","1516",1015,"SWD.powervolleys.1",11,"Sedore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1015,"SWD.powervolleys.1",12,"Parkinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1015,"SWD.powervolleys.1",13,"Gevert",NA,NA,NA,-2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1015,"SWD.powervolleys.1",14,"Zachrich ",5,4,1,2,8,1,NA,NA,NA,NA,NA,12,1,NA,4,33,NA
"Men","1516",1015,"SWD.powervolleys.1",18,"Marks ",5,11,3,4,17,4,1,19,NA,53,32,20,3,NA,10,50,NA
"Men","1516",1017,"VSG.Coburg.Grub",2,"Katzenelson",6,4,3,2,15,NA,NA,NA,NA,NA,NA,5,NA,2,1,20,3
"Men","1516",1017,"VSG.Coburg.Grub",3,"Davis",7,7,1,7,19,NA,1,1,NA,NA,NA,7,NA,NA,6,86,NA
"Men","1516",1017,"VSG.Coburg.Grub",4,"Baxpöhler",6,10,4,7,18,1,1,NA,NA,NA,NA,13,1,1,6,46,3
"Men","1516",1017,"VSG.Coburg.Grub",7,"Tille",NA,NA,NA,-1,NA,NA,NA,11,1,64,27,NA,NA,NA,NA,NA,NA
"Men","1516",1017,"VSG.Coburg.Grub",8,"Weber",NA,1,NA,NA,4,1,NA,3,NA,33,NA,1,NA,NA,1,100,NA
"Men","1516",1017,"VSG.Coburg.Grub",12,"Schattenberg",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"Men","1516",1017,"VSG.Coburg.Grub",13,"Mauler",5,9,5,3,7,3,NA,23,1,70,17,20,2,NA,8,40,1
"Men","1516",1017,"VSG.Coburg.Grub",14,"Schippmann",6,3,2,2,10,1,NA,4,NA,75,50,5,NA,NA,1,20,2
"Men","1516",1017,"VSG.Coburg.Grub",15,"Kwiecien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Men","1516",1017,"VSG.Coburg.Grub",16,"Hrinak",5,7,NA,1,6,NA,NA,20,2,45,30,14,1,3,7,50,NA
"Men","1516",1017,"VSG.Coburg.Grub",18,"Kostolani",5,16,6,8,18,4,2,NA,NA,NA,NA,27,3,1,13,48,1
"Men","1516",1018,"SVG.Lüneburg.1",1,"Mattson",NA,NA,NA,-1,NA,NA,NA,21,1,57,29,NA,NA,NA,NA,NA,NA
