"league_gender","season_id","match_id","team_name","shirt_number","player_name","vote","pt_tot","pt_bp","pt_profloss","serv_tot","serv_err","serv_pt","rec_tot","rec_err","rec_pos","rec_per","att_tot","att_err","att_blo","att_pt","att_per","blo_pt"
"Women","1415",2057,"Ladies.in.Black.A..1",14,"Valachova",NA,NA,NA,-5,NA,NA,NA,15,5,33,27,NA,NA,NA,NA,NA,NA
"Women","1415",2057,"Ladies.in.Black.A..1",15,"Ponte",NA,2,1,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Women","1415",2057,"Ladies.in.Black.A..1",16,"Markovic ",5,12,4,2,15,3,1,40,1,40,10,27,3,3,9,33,2
"Women","1415",2058,"VC.Wiesbaden.1",4,"Großer",5,6,2,2,6,NA,NA,16,3,50,19,13,1,NA,4,31,2
"Women","1415",2058,"VC.Wiesbaden.1",5,"Muijlwijk ",5,7,3,-1,10,1,NA,1,1,NA,NA,20,2,4,6,30,1
"Women","1415",2058,"VC.Wiesbaden.1",6,"Schäperklaus ",6,9,7,4,13,2,1,2,NA,50,50,12,3,NA,6,50,2
"Women","1415",2058,"VC.Wiesbaden.1",7,"Vilponen ",6,18,5,8,16,NA,2,26,7,23,12,33,1,2,16,48,NA
"Women","1415",2058,"VC.Wiesbaden.1",8,"Osterloh",NA,3,3,2,2,1,NA,NA,NA,NA,NA,3,NA,NA,3,100,NA
"Women","1415",2058,"VC.Wiesbaden.1",10,"Alanko",6,2,1,-1,13,2,NA,1,NA,NA,NA,2,1,NA,1,50,1
"Women","1415",2058,"VC.Wiesbaden.1",11,"Sliwa",NA,NA,NA,-2,NA,NA,NA,29,2,69,55,NA,NA,NA,NA,NA,NA
"Women","1415",2058,"VC.Wiesbaden.1",13,"Mapeli Burchardt ",6,23,8,17,13,NA,NA,28,4,57,21,35,1,1,21,60,2
"Women","1415",2058,"VC.Wiesbaden.1",14,"Halbichova ",6,2,1,2,6,NA,1,NA,NA,NA,NA,1,NA,NA,1,100,NA
"Women","1415",2058,"VC.Wiesbaden.1",15,"Pettke ",5,14,6,8,20,2,4,NA,NA,NA,NA,19,1,3,9,47,1
"Women","1415",2058,"VC.Wiesbaden.1",17,"Steinemann",NA,NA,NA,-2,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Women","1415",2059,"USC.Münster.1",2,"Kemmsies",NA,2,2,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Women","1415",2059,"USC.Münster.1",4,"von Piekartz ",6,7,3,5,7,2,NA,NA,NA,NA,NA,7,NA,NA,5,71,2
"Women","1415",2059,"USC.Münster.1",6,"Fuchs",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2059,"USC.Münster.1",7,"Petrausch",6,7,5,6,11,NA,1,8,NA,12,NA,8,NA,1,6,75,NA
"Women","1415",2059,"USC.Münster.1",9,"Ossowski",NA,NA,NA,-2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
"Women","1415",2059,"USC.Münster.1",10,"Benson ",6,9,3,8,6,NA,NA,NA,NA,NA,NA,16,NA,1,6,38,3
"Women","1415",2059,"USC.Münster.1",12,"Silge ",5,4,1,-5,11,3,1,NA,NA,NA,NA,13,4,2,3,23,NA
"Women","1415",2059,"USC.Münster.1",14,"Dörendahl",NA,NA,NA,-2,NA,NA,NA,26,2,77,54,NA,NA,NA,NA,NA,NA
"Women","1415",2059,"USC.Münster.1",16,"Schaefer ",6,8,1,6,7,1,NA,1,NA,100,0,19,1,NA,8,42,NA
"Women","1415",2059,"USC.Münster.1",17,"Bathen ",6,10,4,5,11,1,2,19,1,63,32,16,2,1,8,50,NA
"Women","1415",2059,"USC.Münster.1",18,"Schwertmann ",6,4,2,1,15,NA,NA,NA,NA,NA,NA,10,1,2,2,20,2
"Women","1415",2060,"Rote.Raben.V.",1,"Olivera Capelli",5,4,3,-2,13,2,1,14,2,57,21,16,1,1,3,19,NA
"Women","1415",2060,"Rote.Raben.V.",2,"Fabrino Ramos",6,4,3,1,20,2,3,1,1,NA,NA,2,NA,NA,1,50,NA
"Women","1415",2060,"Rote.Raben.V.",3,"Lazic",NA,2,2,-1,2,1,1,1,1,NA,NA,3,NA,1,NA,NA,1
"Women","1415",2060,"Rote.Raben.V.",4,"Sajdova",5,10,1,7,15,1,1,NA,NA,NA,NA,16,1,1,9,56,NA
"Women","1415",2060,"Rote.Raben.V.",5,"Oosterveld",5,5,1,-2,10,NA,NA,21,3,57,10,17,4,NA,4,24,1
"Women","1415",2060,"Rote.Raben.V.",6,"Stöhr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2060,"Rote.Raben.V.",7,"Liebchen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2060,"Rote.Raben.V.",9,"Dobi",6,7,2,6,10,NA,NA,NA,NA,NA,NA,13,1,NA,5,38,2
"Women","1415",2060,"Rote.Raben.V.",11,"Mesa Luaces",5,17,4,10,13,NA,NA,2,NA,50,50,48,3,4,17,35,NA
"Women","1415",2060,"Rote.Raben.V.",12,"Pogany",NA,NA,NA,-2,NA,NA,NA,15,2,33,20,NA,NA,NA,NA,NA,NA
"Women","1415",2060,"Rote.Raben.V.",14,"Stigrot",5,4,2,-2,5,NA,NA,30,2,50,37,16,2,2,3,19,1
"Women","1415",2060,"Rote.Raben.V.",16,"Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2061,"SC.Potsdam",1,"Carraro",5,4,2,2,15,1,1,1,1,NA,NA,2,NA,NA,2,100,1
"Women","1415",2061,"SC.Potsdam",2,"Radzuweit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2061,"SC.Potsdam",3,"Rühl",NA,NA,NA,-2,NA,NA,NA,20,2,50,30,NA,NA,NA,NA,NA,NA
"Women","1415",2061,"SC.Potsdam",4,"Kvapilová",5,26,14,15,24,1,1,5,1,20,NA,61,6,3,23,38,2
"Women","1415",2061,"SC.Potsdam",5,"Klamke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2061,"SC.Potsdam",7,"Cutuk",5,7,2,4,10,NA,NA,2,1,NA,NA,14,1,1,6,43,1
"Women","1415",2061,"SC.Potsdam",9,"Gründing",6,10,6,6,17,2,2,1,NA,100,0,10,2,NA,4,40,4
"Women","1415",2061,"SC.Potsdam",10,"Engel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2061,"SC.Potsdam",12,"Radosova",5,14,6,4,15,1,3,33,7,52,36,22,1,1,9,41,2
"Women","1415",2061,"SC.Potsdam",16,"Sainz",5,9,5,NA,15,NA,NA,25,2,76,60,26,3,4,7,27,2
"Women","1415",2061,"SC.Potsdam",17,"Montano",NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"Women","1415",2061,"SC.Potsdam",18,"Rivero",NA,6,3,-2,3,1,NA,8,4,25,25,16,2,1,5,31,1
"Women","1415",2062,"Allianz.MTV.S..1",1,"Wlk",NA,NA,NA,-1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2062,"Allianz.MTV.S..1",2,"Hindriksen ",7,2,NA,2,14,NA,NA,NA,NA,NA,NA,3,NA,NA,1,33,1
"Women","1415",2062,"Allianz.MTV.S..1",3,"Tomazela Pissinato ",6,12,7,10,13,2,NA,NA,NA,NA,NA,12,NA,NA,7,58,5
"Women","1415",2062,"Allianz.MTV.S..1",4,"Malevic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2062,"Allianz.MTV.S..1",5,"Renkema ",5,13,6,5,16,2,1,9,NA,56,22,31,4,2,12,39,NA
"Women","1415",2062,"Allianz.MTV.S..1",7,"Sandor ",6,13,8,4,19,1,1,36,4,47,25,32,2,2,10,31,2
"Women","1415",2062,"Allianz.MTV.S..1",8,"Harms ",6,4,2,NA,5,NA,NA,NA,NA,NA,NA,10,2,2,2,20,2
"Women","1415",2062,"Allianz.MTV.S..1",10,"Meyers",6,10,6,5,6,1,NA,NA,NA,NA,NA,18,1,3,8,44,2
"Women","1415",2062,"Allianz.MTV.S..1",11,"Miyashiro",NA,NA,NA,-2,NA,NA,NA,13,2,54,38,NA,NA,NA,NA,NA,NA
"Women","1415",2062,"Allianz.MTV.S..1",12,"Papafotiou",NA,NA,NA,-1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2062,"Allianz.MTV.S..1",15,"Lindow ",6,7,4,2,10,4,NA,NA,NA,NA,NA,11,NA,1,4,36,3
"Women","1415",2062,"Allianz.MTV.S..1",16,"Jovy-Heuser",NA,4,3,4,5,NA,3,NA,NA,NA,NA,1,NA,NA,1,100,NA
"Women","1415",2063,"Schweriner.SC",1,"Souza Ziegler",6,17,9,11,11,NA,2,11,3,27,9,28,NA,3,14,50,1
"Women","1415",2063,"Schweriner.SC",3,"Belien",6,10,5,8,11,1,NA,1,1,NA,NA,13,NA,NA,7,54,3
"Women","1415",2063,"Schweriner.SC",4,"Hroncekova",NA,3,NA,1,8,1,NA,NA,NA,NA,NA,6,NA,1,3,50,NA
"Women","1415",2063,"Schweriner.SC",5,"Slöetjes",5,2,1,-1,10,1,NA,NA,NA,NA,NA,12,1,1,2,17,NA
"Women","1415",2063,"Schweriner.SC",6,"Geerties",6,4,1,1,8,NA,1,15,1,80,27,11,1,1,3,27,NA
"Women","1415",2063,"Schweriner.SC",7,"Imoudu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2063,"Schweriner.SC",8,"Poll",NA,NA,NA,NA,1,NA,NA,3,NA,67,67,NA,NA,NA,NA,NA,NA
"Women","1415",2063,"Schweriner.SC",10,"Nenova",6,2,1,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"Women","1415",2063,"Schweriner.SC",11,"Aulenbrock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2063,"Schweriner.SC",12,"Brandt",NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Women","1415",2063,"Schweriner.SC",13,"Völker",NA,NA,NA,-2,NA,NA,NA,21,2,48,38,NA,NA,NA,NA,NA,NA
"Women","1415",2063,"Schweriner.SC",14,"Weihenmaier",5,8,2,-1,6,1,NA,14,3,57,36,17,3,2,5,29,3
"Women","1415",2063,"Schweriner.SC",17,"Hippe",5,2,NA,-3,4,1,NA,NA,NA,NA,NA,7,3,1,2,29,NA
"Women","1415",2063,"Schweriner.SC",18,"Golla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2064,"VT.Aurubis.H.",1,"Olgard",6,10,5,5,13,4,2,NA,NA,NA,NA,10,1,NA,7,70,1
"Women","1415",2064,"VT.Aurubis.H.",2,"Munoz",5,9,5,3,7,1,1,NA,NA,NA,NA,27,2,3,7,26,1
"Women","1415",2064,"VT.Aurubis.H.",3,"Charuk",6,11,6,10,9,NA,NA,NA,NA,NA,NA,12,NA,1,7,58,4
"Women","1415",2064,"VT.Aurubis.H.",4,"Hoja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2064,"VT.Aurubis.H.",7,"Braack",NA,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2064,"VT.Aurubis.H.",8,"Lundquist",5,1,1,-3,13,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2064,"VT.Aurubis.H.",9,"Kettenbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2064,"VT.Aurubis.H.",10,"Shaw",6,8,4,4,20,2,2,19,2,42,21,16,NA,NA,6,38,NA
"Women","1415",2064,"VT.Aurubis.H.",11,"Koljonen",NA,NA,NA,-2,NA,NA,NA,11,2,64,27,NA,NA,NA,NA,NA,NA
"Women","1415",2064,"VT.Aurubis.H.",12,"Sarac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2064,"VT.Aurubis.H.",14,"Cukseeva",5,10,6,1,10,1,2,17,5,47,18,19,2,1,7,37,1
"Women","1415",2067,"Schweriner.SC.1",1,"Souza Ziegler",NA,3,1,1,1,1,NA,3,NA,33,33,5,1,NA,3,60,NA
"Women","1415",2067,"Schweriner.SC.1",3,"Belien ",6,8,2,8,12,NA,1,NA,NA,NA,NA,12,NA,NA,6,50,1
"Women","1415",2067,"Schweriner.SC.1",5,"Slöetjes ",6,14,7,9,8,2,NA,NA,NA,NA,NA,27,3,NA,13,48,1
"Women","1415",2067,"Schweriner.SC.1",6,"Geerties ",5,6,5,-1,11,2,2,12,4,58,33,9,1,NA,3,33,1
"Women","1415",2067,"Schweriner.SC.1",7,"Imoudu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2067,"Schweriner.SC.1",8,"Poll",NA,2,NA,2,5,NA,NA,4,NA,75,50,3,NA,NA,2,67,NA
"Women","1415",2067,"Schweriner.SC.1",10,"Nenova ",6,4,3,3,19,1,2,NA,NA,NA,NA,2,NA,NA,2,100,NA
"Women","1415",2067,"Schweriner.SC.1",11,"Aulenbrock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2067,"Schweriner.SC.1",12,"Brandt ",6,7,5,6,10,NA,NA,NA,NA,NA,NA,8,NA,1,4,50,3
"Women","1415",2067,"Schweriner.SC.1",13,"Völker",NA,NA,NA,-1,NA,NA,NA,12,1,83,25,NA,NA,NA,NA,NA,NA
"Women","1415",2067,"Schweriner.SC.1",14,"Weihenmaier ",6,11,4,4,8,1,NA,13,1,54,38,25,2,3,9,36,2
"Women","1415",2067,"Schweriner.SC.1",17,"Hippe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2067,"Schweriner.SC.1",18,"Golla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2068,"Allianz.MTV.S..1",1,"Wlk",NA,NA,NA,-1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2068,"Allianz.MTV.S..1",2,"Hindriksen ",6,5,4,3,16,2,1,NA,NA,NA,NA,3,NA,NA,2,67,2
"Women","1415",2068,"Allianz.MTV.S..1",3,"Tomazela Pissinato ",6,10,3,9,11,1,NA,NA,NA,NA,NA,14,NA,NA,8,57,2
"Women","1415",2068,"Allianz.MTV.S..1",4,"Malevic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2068,"Allianz.MTV.S..1",5,"Renkema ",5,9,3,1,25,2,1,34,3,50,29,25,1,2,8,32,NA
"Women","1415",2068,"Allianz.MTV.S..1",7,"Sandor ",5,15,3,5,12,2,NA,34,5,47,15,34,2,1,14,41,1
"Women","1415",2068,"Allianz.MTV.S..1",8,"Harms ",6,17,4,4,10,3,NA,NA,NA,NA,NA,31,5,5,13,42,4
"Women","1415",2068,"Allianz.MTV.S..1",10,"Meyers",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,50,NA
"Women","1415",2068,"Allianz.MTV.S..1",11,"Miyashiro",NA,NA,NA,-2,NA,NA,NA,21,2,52,24,NA,NA,NA,NA,NA,NA
"Women","1415",2068,"Allianz.MTV.S..1",12,"Papafotiou",NA,3,3,3,8,NA,2,NA,NA,NA,NA,1,NA,NA,1,100,NA
"Women","1415",2068,"Allianz.MTV.S..1",15,"Lindow ",6,10,5,6,7,2,NA,NA,NA,NA,NA,14,NA,2,8,57,2
"Women","1415",2068,"Allianz.MTV.S..1",16,"Jovy-Heuser",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2069,"SC.Potsdam",1,"Carraro",5,NA,NA,-1,6,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"Women","1415",2069,"SC.Potsdam",2,"Radzuweit",6,6,4,2,8,3,NA,NA,NA,NA,NA,9,NA,1,4,44,2
"Women","1415",2069,"SC.Potsdam",3,"Rühl",NA,NA,NA,-7,NA,NA,NA,33,7,67,39,NA,NA,NA,NA,NA,NA
"Women","1415",2069,"SC.Potsdam",4,"Kvapilová",6,10,6,NA,7,3,NA,6,3,17,17,30,3,1,7,23,3
"Women","1415",2069,"SC.Potsdam",5,"Klamke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2069,"SC.Potsdam",8,"Senger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2069,"SC.Potsdam",9,"Gründing",6,5,1,4,8,1,NA,NA,NA,NA,NA,9,NA,NA,4,44,1
"Women","1415",2069,"SC.Potsdam",10,"Engel",6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Women","1415",2069,"SC.Potsdam",12,"Radosova",5,1,NA,-4,4,NA,NA,8,2,50,25,6,2,1,1,17,NA
"Women","1415",2069,"SC.Potsdam",16,"Sainz",5,3,2,1,11,1,2,4,NA,100,75,9,1,NA,NA,NA,1
"Women","1415",2069,"SC.Potsdam",17,"Montano",NA,1,NA,-2,2,NA,NA,NA,NA,NA,NA,5,1,2,1,20,NA
"Women","1415",2069,"SC.Potsdam",18,"Rivero",5,15,5,2,11,5,1,15,1,60,47,30,2,5,13,43,1
"Women","1415",2070,"Rote.Raben.V.",1,"Olivera Capelli",6,2,1,1,1,NA,NA,3,NA,100,67,9,NA,1,1,11,1
"Women","1415",2070,"Rote.Raben.V.",2,"Fabrino Ramos",5,4,2,3,8,1,2,1,NA,NA,NA,1,NA,NA,1,100,1
"Women","1415",2070,"Rote.Raben.V.",3,"Lazic",NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,1,33,NA
"Women","1415",2070,"Rote.Raben.V.",4,"Sajdova",5,6,2,4,7,2,2,NA,NA,NA,NA,13,NA,NA,3,23,1
"Women","1415",2070,"Rote.Raben.V.",5,"Oosterveld",5,6,1,-1,6,NA,1,18,3,33,11,13,3,1,5,38,NA
"Women","1415",2070,"Rote.Raben.V.",6,"Stöhr",NA,NA,NA,-1,4,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA
"Women","1415",2070,"Rote.Raben.V.",7,"Isabelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2070,"Rote.Raben.V.",9,"Dobi",NA,2,NA,-1,3,1,NA,NA,NA,NA,NA,5,NA,2,2,40,NA
"Women","1415",2070,"Rote.Raben.V.",11,"Mesa Luaces",5,2,NA,-10,6,2,NA,NA,NA,NA,NA,22,7,3,2,9,NA
"Women","1415",2070,"Rote.Raben.V.",12,"Pogany",NA,NA,NA,-2,NA,NA,NA,28,2,61,43,NA,NA,NA,NA,NA,NA
"Women","1415",2070,"Rote.Raben.V.",14,"Stigrot",5,6,NA,-1,5,NA,NA,20,1,75,25,24,2,4,4,17,2
"Women","1415",2070,"Rote.Raben.V.",16,"Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2071,"VT.Aurubis.H.",1,"Olgard",6,11,4,10,12,1,1,NA,NA,NA,NA,16,NA,NA,9,56,1
"Women","1415",2071,"VT.Aurubis.H.",2,"Munoz",5,15,8,10,12,NA,2,NA,NA,NA,NA,32,1,4,12,38,1
"Women","1415",2071,"VT.Aurubis.H.",3,"Charuk",6,14,5,12,13,1,1,NA,NA,NA,NA,22,NA,1,11,50,2
"Women","1415",2071,"VT.Aurubis.H.",4,"Hoja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2071,"VT.Aurubis.H.",7,"Braack",NA,2,2,2,11,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"Women","1415",2071,"VT.Aurubis.H.",8,"Lundquist",6,3,2,1,14,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Women","1415",2071,"VT.Aurubis.H.",9,"Kettenbach",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2071,"VT.Aurubis.H.",10,"Shaw",6,19,12,8,17,3,4,37,6,57,24,35,1,1,15,43,NA
"Women","1415",2071,"VT.Aurubis.H.",11,"Koljonen",NA,NA,NA,-2,NA,NA,NA,15,2,67,27,NA,NA,NA,NA,NA,NA
"Women","1415",2071,"VT.Aurubis.H.",12,"Sarac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2071,"VT.Aurubis.H.",14,"Cukseeva",5,15,9,4,15,3,3,16,3,50,31,25,2,3,10,40,2
"Women","1415",2072,"Ladies.in.Black.A..1",1,"Crkonova ",6,5,3,3,10,NA,NA,NA,NA,NA,NA,6,NA,2,3,50,2
"Women","1415",2072,"Ladies.in.Black.A..1",2,"Burazer ",6,14,9,6,9,3,2,NA,NA,NA,NA,24,3,2,10,42,2
"Women","1415",2072,"Ladies.in.Black.A..1",5,"Svobodnikova ",6,12,4,8,10,2,NA,1,1,NA,NA,13,NA,1,9,69,3
"Women","1415",2072,"Ladies.in.Black.A..1",8,"Grozer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2072,"Ladies.in.Black.A..1",9,"Stankova",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2072,"Ladies.in.Black.A..1",11,"Košova",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2072,"Ladies.in.Black.A..1",12,"Pucarevic ",6,1,1,1,16,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Women","1415",2072,"Ladies.in.Black.A..1",13,"Bednarova ",6,11,2,7,11,NA,NA,18,2,56,28,21,2,NA,11,52,NA
"Women","1415",2072,"Ladies.in.Black.A..1",14,"Valachova",NA,NA,NA,-1,NA,NA,NA,15,1,53,27,NA,NA,NA,NA,NA,NA
"Women","1415",2072,"Ladies.in.Black.A..1",15,"Ponte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2072,"Ladies.in.Black.A..1",16,"Markovic ",5,14,4,4,13,4,1,23,NA,57,35,23,1,5,12,52,1
"Women","1415",2073,"Dresdner.SC",1,"Kreklow",NA,NA,NA,-1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2073,"Dresdner.SC",3,"Mikhailenko",NA,1,NA,-2,1,NA,NA,NA,NA,NA,NA,5,1,2,1,20,NA
"Women","1415",2073,"Dresdner.SC",6,"Pencová",6,12,5,9,11,2,NA,NA,NA,NA,NA,12,1,NA,8,67,4
"Women","1415",2073,"Dresdner.SC",7,"Dijkema",6,5,3,3,19,1,2,NA,NA,NA,NA,5,NA,1,2,40,1
"Women","1415",2073,"Dresdner.SC",8,"Lippmann",5,6,1,NA,8,1,NA,NA,NA,NA,NA,22,3,2,5,23,1
"Women","1415",2073,"Dresdner.SC",9,"Schoot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2073,"Dresdner.SC",10,"Jackson",6,11,3,5,17,4,1,NA,NA,NA,NA,16,1,1,9,56,1
"Women","1415",2073,"Dresdner.SC",12,"Langgemach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2073,"Dresdner.SC",13,"Izquierdo-Mocasqui",6,3,2,-5,7,NA,1,9,3,44,22,13,NA,5,2,15,NA
"Women","1415",2073,"Dresdner.SC",14,"Stock",NA,NA,NA,-5,NA,NA,NA,43,5,49,21,NA,NA,NA,NA,NA,NA
"Women","1415",2073,"Dresdner.SC",15,"Bartsch",6,13,8,6,13,3,1,18,1,56,28,25,NA,3,9,36,3
"Women","1415",2073,"Dresdner.SC",18,"Marcelle",5,11,3,6,13,2,NA,12,NA,25,NA,26,NA,3,10,38,1
"Women","1415",2074,"Köpenicker.SC.B.",3,"Radzuweit",6,9,5,NA,6,2,NA,20,7,30,25,11,NA,NA,6,55,3
"Women","1415",2074,"Köpenicker.SC.B.",5,"Carlson",5,26,9,11,14,5,2,NA,NA,NA,NA,53,3,7,24,45,NA
"Women","1415",2074,"Köpenicker.SC.B.",6,"Schaus",6,1,1,-2,5,1,NA,4,1,25,25,3,NA,1,NA,NA,1
"Women","1415",2074,"Köpenicker.SC.B.",7,"Göpner",NA,NA,NA,-4,NA,NA,NA,32,4,53,47,NA,NA,NA,NA,NA,NA
"Women","1415",2074,"Köpenicker.SC.B.",8,"Knauf",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2074,"Köpenicker.SC.B.",9,"Hero",NA,NA,NA,-1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2074,"Köpenicker.SC.B.",10,"Elwassimy",6,7,7,7,20,NA,3,NA,NA,NA,NA,2,NA,NA,1,50,3
"Women","1415",2074,"Köpenicker.SC.B.",11,"Wilson",5,1,NA,-6,8,3,NA,NA,NA,NA,NA,10,3,1,1,10,NA
"Women","1415",2074,"Köpenicker.SC.B.",12,"Barfield",6,15,5,7,11,3,1,NA,NA,NA,NA,23,4,1,12,52,2
"Women","1415",2074,"Köpenicker.SC.B.",14,"Neumannova",NA,NA,NA,-1,2,NA,NA,7,1,43,29,2,NA,NA,NA,NA,NA
"Women","1415",2074,"Köpenicker.SC.B.",17,"Riedel",5,10,5,-1,25,1,3,29,5,34,31,30,2,3,7,23,NA
"Women","1415",2075,"VolleyStars.T.",3,"Mishonova",5,7,4,-3,8,1,2,19,5,37,NA,15,3,1,5,33,NA
"Women","1415",2075,"VolleyStars.T.",4,"Mertens",4,1,1,1,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
"Women","1415",2075,"VolleyStars.T.",6,"Zuleta Garcia",6,6,4,3,9,2,1,NA,NA,NA,NA,7,1,NA,3,43,2
"Women","1415",2075,"VolleyStars.T.",7,"Jelinkova",NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Women","1415",2075,"VolleyStars.T.",8,"Gschwendtner",NA,NA,NA,-8,NA,NA,NA,29,8,52,10,NA,NA,NA,NA,NA,NA
"Women","1415",2075,"VolleyStars.T.",10,"Nemcova",5,6,1,-3,7,2,NA,1,1,NA,NA,19,3,3,5,26,1
"Women","1415",2075,"VolleyStars.T.",11,"Steger",5,9,7,-3,12,1,5,15,3,33,27,22,3,5,4,18,NA
