"league_gender","season_id","match_id","team_name","shirt_number","player_name","vote","pt_tot","pt_bp","pt_profloss","serv_tot","serv_err","serv_pt","rec_tot","rec_err","rec_pos","rec_per","att_tot","att_err","att_blo","att_pt","att_per","blo_pt"
"Women","1415",2001,"Köpenicker.SC.B.",3,"Radzuweit",5,7,2,-8,12,1,2,24,8,33,NA,16,4,2,5,31,NA
"Women","1415",2001,"Köpenicker.SC.B.",5,"Carlson",6,19,9,15,10,1,1,NA,NA,NA,NA,31,2,1,16,52,2
"Women","1415",2001,"Köpenicker.SC.B.",6,"Schaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2001,"Köpenicker.SC.B.",7,"Göpner",NA,NA,NA,-3,NA,NA,NA,16,3,50,19,NA,NA,NA,NA,NA,NA
"Women","1415",2001,"Köpenicker.SC.B.",8,"Knauf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2001,"Köpenicker.SC.B.",9,"Hero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2001,"Köpenicker.SC.B.",10,"Elwassimy",5,3,2,2,13,1,2,NA,NA,NA,NA,1,NA,NA,1,100,NA
"Women","1415",2001,"Köpenicker.SC.B.",11,"Wilson",5,5,3,-1,5,3,NA,NA,NA,NA,NA,7,2,1,4,57,1
"Women","1415",2001,"Köpenicker.SC.B.",12,"Barfield",5,4,1,1,11,2,NA,NA,NA,NA,NA,8,NA,1,3,38,1
"Women","1415",2001,"Köpenicker.SC.B.",14,"Neumannova",NA,NA,NA,-4,NA,NA,NA,8,2,62,25,5,1,1,NA,NA,NA
"Women","1415",2001,"Köpenicker.SC.B.",17,"Riedel",5,8,1,2,13,2,1,16,NA,56,19,22,2,2,7,32,NA
"Women","1415",2002,"Dresdner.SC",1,"Kreklow",6,5,2,4,20,NA,2,NA,NA,NA,NA,5,1,NA,3,60,NA
"Women","1415",2002,"Dresdner.SC",3,"Mikhailenko",6,17,7,12,10,3,1,NA,NA,NA,NA,26,NA,2,12,46,4
"Women","1415",2002,"Dresdner.SC",6,"Pencová",6,4,2,3,9,NA,NA,NA,NA,NA,NA,5,NA,1,2,40,2
"Women","1415",2002,"Dresdner.SC",7,"Dijkema",NA,1,1,1,4,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Women","1415",2002,"Dresdner.SC",8,"Lippmann",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,25,NA
"Women","1415",2002,"Dresdner.SC",9,"Schoot",NA,NA,NA,-1,NA,NA,NA,19,1,53,16,NA,NA,NA,NA,NA,NA
"Women","1415",2002,"Dresdner.SC",10,"Jackson",NA,2,2,1,4,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1
"Women","1415",2002,"Dresdner.SC",12,"Langgemach",NA,2,2,1,14,NA,NA,NA,NA,NA,NA,5,1,NA,1,20,1
"Women","1415",2002,"Dresdner.SC",13,"Izquierdo-Mocasqui",NA,1,NA,NA,NA,NA,NA,2,1,50,NA,1,NA,NA,1,100,NA
"Women","1415",2002,"Dresdner.SC",14,"Stock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2002,"Dresdner.SC",15,"Bartsch",5,14,7,12,16,NA,1,26,NA,50,15,34,1,1,13,38,NA
"Women","1415",2002,"Dresdner.SC",16,"Schwabe",5,22,10,15,20,1,4,17,2,35,12,36,2,2,17,47,1
"Women","1415",2002,"Dresdner.SC",17,"Kuhn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2002,"Dresdner.SC",18,"Marcelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2003,"Ladies.in.Black.A..1",1,"Crkonova ",6,7,5,3,9,1,NA,NA,NA,NA,NA,8,2,1,3,38,4
"Women","1415",2003,"Ladies.in.Black.A..1",2,"Burazer ",5,20,9,8,11,2,NA,NA,NA,NA,NA,44,4,6,19,43,1
"Women","1415",2003,"Ladies.in.Black.A..1",5,"Svobodnikova ",6,24,11,20,21,2,3,NA,NA,NA,NA,20,1,1,15,75,6
"Women","1415",2003,"Ladies.in.Black.A..1",8,"Grozer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2003,"Ladies.in.Black.A..1",9,"Stankova",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2003,"Ladies.in.Black.A..1",11,"Košova",NA,7,1,4,11,1,1,NA,NA,NA,NA,11,1,1,5,45,1
"Women","1415",2003,"Ladies.in.Black.A..1",12,"Pucarevic ",6,4,4,3,29,NA,4,1,NA,100,NA,2,1,NA,NA,NA,NA
"Women","1415",2003,"Ladies.in.Black.A..1",13,"Bednarova ",5,8,4,-7,15,NA,NA,45,6,18,11,40,4,5,8,20,NA
"Women","1415",2003,"Ladies.in.Black.A..1",14,"Valachova",NA,NA,NA,-3,NA,NA,NA,17,3,35,18,NA,NA,NA,NA,NA,NA
"Women","1415",2003,"Ladies.in.Black.A..1",15,"Ponte",NA,NA,NA,-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2003,"Ladies.in.Black.A..1",16,"Markovic ",5,16,6,5,16,6,NA,32,1,59,16,40,NA,4,16,40,NA
"Women","1415",2004,"VC.Wiesbaden.1",2,"Mach",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2004,"VC.Wiesbaden.1",4,"Großer",5,4,2,-1,6,1,NA,13,2,62,38,12,1,1,4,33,NA
"Women","1415",2004,"VC.Wiesbaden.1",5,"Muijlwijk ",6,20,4,16,10,2,1,NA,NA,NA,NA,28,1,1,18,64,1
"Women","1415",2004,"VC.Wiesbaden.1",6,"Schäperklaus",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2004,"VC.Wiesbaden.1",7,"Vilponen ",6,5,NA,-2,3,1,NA,14,4,NA,NA,9,2,NA,4,44,1
"Women","1415",2004,"VC.Wiesbaden.1",8,"Osterloh ",5,6,4,5,15,NA,NA,NA,NA,NA,NA,10,1,NA,5,50,1
"Women","1415",2004,"VC.Wiesbaden.1",10,"Alanko ",6,1,1,NA,10,1,NA,NA,NA,NA,NA,2,NA,NA,1,50,NA
"Women","1415",2004,"VC.Wiesbaden.1",11,"Sliwa",NA,NA,NA,NA,NA,NA,NA,11,NA,45,27,NA,NA,NA,NA,NA,NA
"Women","1415",2004,"VC.Wiesbaden.1",13,"Mapeli Burchardt ",5,10,6,4,10,NA,1,22,4,45,23,27,1,1,7,26,2
"Women","1415",2004,"VC.Wiesbaden.1",14,"Halbichova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2004,"VC.Wiesbaden.1",15,"Pettke ",6,12,9,9,15,3,1,NA,NA,NA,NA,8,NA,NA,5,62,6
"Women","1415",2004,"VC.Wiesbaden.1",17,"Steinemann",NA,1,1,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2005,"VolleyStars.T.",3,"Mishonova",6,9,3,8,14,NA,NA,12,NA,75,42,18,NA,1,7,39,2
"Women","1415",2005,"VolleyStars.T.",4,"Mertens",NA,1,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2005,"VolleyStars.T.",5,"Brinkmann",6,27,12,17,14,3,4,9,4,22,NA,32,1,2,21,66,2
"Women","1415",2005,"VolleyStars.T.",6,"Zuleta Garcia",6,4,3,2,8,1,NA,NA,NA,NA,NA,4,NA,1,1,25,3
"Women","1415",2005,"VolleyStars.T.",7,"Jelinkova",5,4,4,1,23,2,1,1,1,NA,NA,4,NA,NA,2,50,1
"Women","1415",2005,"VolleyStars.T.",8,"Gschwendtner",NA,NA,NA,-4,NA,NA,NA,15,4,60,27,NA,NA,NA,NA,NA,NA
"Women","1415",2005,"VolleyStars.T.",9,"Ssuschke-Voigt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2005,"VolleyStars.T.",10,"Nemcova",6,5,2,NA,8,2,1,NA,NA,NA,NA,14,2,1,3,21,1
"Women","1415",2005,"VolleyStars.T.",11,"Steger",5,14,6,5,15,1,2,41,3,56,34,28,3,2,11,39,1
"Women","1415",2005,"VolleyStars.T.",13,"Lauerova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2005,"VolleyStars.T.",15,"Speer",6,8,3,5,11,1,NA,NA,NA,NA,NA,12,2,NA,6,50,2
"Women","1415",2006,"Rote.Raben.V.",1,"Olivera Capelli",NA,4,3,-2,6,3,1,5,3,20,NA,3,NA,NA,3,100,NA
"Women","1415",2006,"Rote.Raben.V.",2,"Fabrino Ramos",4,1,1,NA,17,NA,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA
"Women","1415",2006,"Rote.Raben.V.",3,"Lazic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2006,"Rote.Raben.V.",4,"Sajdova",6,17,11,15,26,2,6,NA,NA,NA,NA,21,NA,NA,10,48,1
"Women","1415",2006,"Rote.Raben.V.",5,"Oosterveld",5,3,1,-2,14,3,NA,30,2,37,17,13,NA,NA,2,15,1
"Women","1415",2006,"Rote.Raben.V.",6,"Stöhr",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2006,"Rote.Raben.V.",8,"Helterhoff",NA,2,2,1,6,1,1,NA,NA,NA,NA,1,NA,NA,1,100,NA
"Women","1415",2006,"Rote.Raben.V.",9,"Dobi",6,9,7,6,7,2,1,NA,NA,NA,NA,10,1,NA,4,40,4
"Women","1415",2006,"Rote.Raben.V.",11,"Mesa Luaces",5,15,5,-2,13,2,NA,NA,NA,NA,NA,52,7,8,14,27,1
"Women","1415",2006,"Rote.Raben.V.",12,"Pogany",NA,NA,NA,-3,NA,NA,NA,27,3,52,19,NA,NA,NA,NA,NA,NA
"Women","1415",2006,"Rote.Raben.V.",14,"Stigrot",5,22,7,5,20,2,3,24,5,29,12,46,7,3,17,37,2
"Women","1415",2007,"SC.Potsdam",1,"Carraro",6,NA,NA,-3,11,2,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA
"Women","1415",2007,"SC.Potsdam",2,"Radzuweit",6,13,8,11,11,NA,NA,NA,NA,NA,NA,23,2,NA,11,48,2
"Women","1415",2007,"SC.Potsdam",3,"Rühl",NA,NA,NA,-4,NA,NA,NA,36,4,50,22,NA,NA,NA,NA,NA,NA
"Women","1415",2007,"SC.Potsdam",4,"Kvapilová",5,7,3,-2,8,1,NA,5,2,40,NA,22,1,5,7,32,NA
"Women","1415",2007,"SC.Potsdam",5,"Klamke",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2007,"SC.Potsdam",7,"Cutuk",6,10,3,7,20,1,NA,NA,NA,NA,NA,16,1,1,9,56,1
"Women","1415",2007,"SC.Potsdam",9,"Gründing",5,12,2,5,11,3,1,NA,NA,NA,NA,30,3,1,11,37,NA
"Women","1415",2007,"SC.Potsdam",10,"Engel",5,NA,NA,-1,6,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"Women","1415",2007,"SC.Potsdam",11,"Dreblow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2007,"SC.Potsdam",12,"Radosova",5,8,6,2,13,1,NA,19,NA,53,NA,26,1,4,7,27,1
"Women","1415",2007,"SC.Potsdam",16,"Sainz",5,12,5,5,12,NA,NA,22,1,50,14,35,4,2,10,29,2
"Women","1415",2007,"SC.Potsdam",18,"Rivero",5,8,3,-3,8,3,1,14,1,36,21,22,3,4,7,32,NA
"Women","1415",2008,"Allianz.MTV.S..1",1,"Wlk",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2008,"Allianz.MTV.S..1",2,"Hindriksen ",7,1,1,1,11,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Women","1415",2008,"Allianz.MTV.S..1",3,"Tomazela Pissinato ",7,10,3,9,10,1,NA,NA,NA,NA,NA,12,NA,NA,10,83,NA
"Women","1415",2008,"Allianz.MTV.S..1",4,"Malevic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2008,"Allianz.MTV.S..1",5,"Renkema ",6,13,6,6,11,2,1,11,2,18,9,21,3,NA,10,48,2
"Women","1415",2008,"Allianz.MTV.S..1",7,"Sandor ",6,9,2,2,14,2,NA,33,4,48,24,17,NA,1,9,53,NA
"Women","1415",2008,"Allianz.MTV.S..1",8,"Harms ",6,7,4,2,4,3,NA,NA,NA,NA,NA,14,1,1,6,43,1
"Women","1415",2008,"Allianz.MTV.S..1",10,"Meyers",6,5,3,4,NA,NA,NA,NA,NA,NA,NA,6,NA,1,3,50,2
"Women","1415",2008,"Allianz.MTV.S..1",11,"Miyashiro",NA,NA,NA,-1,NA,NA,NA,6,1,50,17,NA,NA,NA,NA,NA,NA
"Women","1415",2008,"Allianz.MTV.S..1",12,"Papafotiou",6,2,1,1,5,1,1,NA,NA,NA,NA,1,NA,NA,1,100,NA
"Women","1415",2008,"Allianz.MTV.S..1",15,"Lindow ",6,9,5,5,16,3,3,NA,NA,NA,NA,11,1,NA,6,55,NA
"Women","1415",2008,"Allianz.MTV.S..1",16,"Jovy-Heuser",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2009,"Schweriner.SC",1,"Souza Ziegler",6,14,8,6,9,1,NA,19,4,53,16,31,3,NA,12,39,2
"Women","1415",2009,"Schweriner.SC",3,"Belien",6,14,6,11,22,3,5,1,NA,NA,NA,13,NA,NA,8,62,1
"Women","1415",2009,"Schweriner.SC",4,"Hroncekova",NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,2,67,1
"Women","1415",2009,"Schweriner.SC",6,"Geerties",5,14,5,5,22,2,4,26,4,62,42,27,2,1,10,37,NA
"Women","1415",2009,"Schweriner.SC",7,"Imoudu",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2009,"Schweriner.SC",8,"Poll",NA,3,2,1,5,NA,1,8,1,62,38,5,1,NA,2,40,NA
"Women","1415",2009,"Schweriner.SC",10,"Nenova",6,2,2,2,8,NA,NA,NA,NA,NA,NA,2,NA,NA,1,50,1
"Women","1415",2009,"Schweriner.SC",11,"Aulenbrock",NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,5,1,NA,1,20,1
"Women","1415",2009,"Schweriner.SC",12,"Brandt",NA,2,1,NA,8,NA,1,1,NA,100,0,4,1,1,NA,NA,1
"Women","1415",2009,"Schweriner.SC",13,"Völker",NA,NA,NA,-4,NA,NA,NA,23,4,48,17,NA,NA,NA,NA,NA,NA
"Women","1415",2009,"Schweriner.SC",14,"Weihenmaier",6,14,4,9,8,1,NA,NA,NA,NA,NA,26,2,2,14,54,NA
"Women","1415",2009,"Schweriner.SC",17,"Hippe",NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
"Women","1415",2009,"Schweriner.SC",18,"Golla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2011,"USC.Münster.1",2,"Kemmsies",6,3,2,3,5,NA,1,NA,NA,NA,NA,5,NA,NA,2,40,NA
"Women","1415",2011,"USC.Münster.1",4,"von Piekartz ",4,2,NA,2,7,NA,NA,NA,NA,NA,NA,3,NA,NA,2,67,NA
"Women","1415",2011,"USC.Münster.1",7,"Petrausch ",6,16,6,7,12,2,2,10,3,40,30,33,2,2,14,42,NA
"Women","1415",2011,"USC.Münster.1",9,"Ossowski",5,8,6,-6,13,4,1,9,4,33,11,22,2,4,7,32,NA
"Women","1415",2011,"USC.Münster.1",10,"Benson ",5,11,4,5,14,1,3,1,NA,100,NA,19,3,2,7,37,1
"Women","1415",2011,"USC.Münster.1",12,"Silge ",5,10,3,6,8,1,NA,NA,NA,NA,NA,22,2,1,9,41,1
"Women","1415",2011,"USC.Münster.1",14,"Dörendahl",NA,NA,NA,-2,NA,NA,NA,19,2,68,32,NA,NA,NA,NA,NA,NA
"Women","1415",2011,"USC.Münster.1",16,"Schaefer",NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"Women","1415",2011,"USC.Münster.1",17,"Bathen ",5,10,4,-3,14,1,1,49,6,57,41,27,4,2,9,33,NA
"Women","1415",2011,"USC.Münster.1",18,"Schwertmann ",NA,2,2,-2,8,2,1,NA,NA,NA,NA,6,1,1,1,17,NA
"Women","1415",2013,"Köpenicker.SC.B.",3,"Radzuweit",5,2,NA,-4,4,NA,NA,3,NA,67,67,12,5,1,2,17,NA
"Women","1415",2013,"Köpenicker.SC.B.",5,"Carlson",5,14,9,2,11,4,2,NA,NA,NA,NA,37,4,4,11,30,1
"Women","1415",2013,"Köpenicker.SC.B.",6,"Schaus",NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,7,1,1,2,29,NA
"Women","1415",2013,"Köpenicker.SC.B.",7,"Göpner",NA,NA,NA,-7,NA,NA,NA,29,7,38,21,NA,NA,NA,NA,NA,NA
"Women","1415",2013,"Köpenicker.SC.B.",8,"Knauf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2013,"Köpenicker.SC.B.",9,"Hero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2013,"Köpenicker.SC.B.",10,"Elwassimy",6,2,1,1,7,1,NA,NA,NA,NA,NA,1,NA,NA,1,100,1
"Women","1415",2013,"Köpenicker.SC.B.",11,"Wilson",6,6,2,5,10,NA,NA,NA,NA,NA,NA,9,NA,1,6,67,NA
"Women","1415",2013,"Köpenicker.SC.B.",12,"Barfield",6,7,5,5,14,1,1,NA,NA,NA,NA,7,1,NA,5,71,1
"Women","1415",2013,"Köpenicker.SC.B.",14,"Neumannova",5,3,2,-4,12,NA,1,7,4,29,NA,10,1,2,2,20,NA
"Women","1415",2013,"Köpenicker.SC.B.",17,"Riedel",5,4,1,-5,13,1,NA,21,6,33,19,11,1,1,4,36,NA
"Women","1415",2014,"Dresdner.SC",1,"Kreklow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2014,"Dresdner.SC",3,"Mikhailenko",6,16,9,11,12,2,4,NA,NA,NA,NA,27,1,2,10,37,2
"Women","1415",2014,"Dresdner.SC",6,"Pencová",6,9,5,5,13,3,2,NA,NA,NA,NA,8,NA,1,6,75,1
"Women","1415",2014,"Dresdner.SC",7,"Dijkema",6,3,2,2,11,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,3
"Women","1415",2014,"Dresdner.SC",8,"Lippmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2014,"Dresdner.SC",9,"Schoot",NA,NA,NA,-1,NA,NA,NA,6,1,50,33,NA,NA,NA,NA,NA,NA
"Women","1415",2014,"Dresdner.SC",10,"Jackson",6,9,2,7,15,2,1,NA,NA,NA,NA,12,NA,NA,8,67,NA
"Women","1415",2014,"Dresdner.SC",12,"Langgemach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2014,"Dresdner.SC",13,"Izquierdo-Mocasqui",5,15,6,10,12,NA,4,29,2,55,10,28,2,1,11,39,NA
"Women","1415",2014,"Dresdner.SC",16,"Schwabe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2014,"Dresdner.SC",17,"Kuhn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2014,"Dresdner.SC",18,"Marcelle",5,4,1,-2,10,1,1,19,2,32,5,18,3,NA,3,17,NA
"Women","1415",2015,"Ladies.in.Black.A..1",1,"Crkonova ",NA,2,1,-1,3,2,NA,1,NA,NA,NA,5,1,NA,1,20,1
"Women","1415",2015,"Ladies.in.Black.A..1",2,"Burazer ",5,12,4,4,9,2,2,NA,NA,NA,NA,26,4,2,9,35,1
"Women","1415",2015,"Ladies.in.Black.A..1",5,"Svobodnikova ",6,7,3,4,8,1,NA,NA,NA,NA,NA,8,1,1,2,25,5
"Women","1415",2015,"Ladies.in.Black.A..1",8,"Grozer",5,NA,NA,-5,3,1,NA,8,3,25,12,1,1,NA,NA,NA,NA
"Women","1415",2015,"Ladies.in.Black.A..1",9,"Stankova",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,50,NA
"Women","1415",2015,"Ladies.in.Black.A..1",11,"Košova",NA,NA,NA,-2,10,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"Women","1415",2015,"Ladies.in.Black.A..1",12,"Pucarevic ",5,2,2,1,7,1,1,NA,NA,NA,NA,2,NA,NA,1,50,NA
"Women","1415",2015,"Ladies.in.Black.A..1",13,"Bednarova ",5,7,1,-2,11,NA,NA,21,3,29,14,21,4,2,7,33,NA
"Women","1415",2015,"Ladies.in.Black.A..1",14,"Valachova",NA,NA,NA,-3,NA,NA,NA,21,3,52,19,NA,NA,NA,NA,NA,NA
"Women","1415",2015,"Ladies.in.Black.A..1",15,"Ponte",5,NA,NA,NA,2,NA,NA,1,NA,100,NA,1,NA,NA,NA,NA,NA
"Women","1415",2015,"Ladies.in.Black.A..1",16,"Markovic ",5,5,2,-1,6,2,NA,11,2,18,9,12,1,1,5,42,NA
"Women","1415",2016,"VT.Aurubis.H.",1,"Olgard",5,8,4,5,14,1,NA,NA,NA,NA,NA,16,NA,2,7,44,1
"Women","1415",2016,"VT.Aurubis.H.",2,"Munoz",5,10,5,2,18,1,3,NA,NA,NA,NA,30,2,5,7,23,NA
"Women","1415",2016,"VT.Aurubis.H.",3,"Charuk",6,8,2,6,13,1,NA,NA,NA,NA,NA,18,NA,1,6,33,2
"Women","1415",2016,"VT.Aurubis.H.",4,"Hoja",NA,NA,NA,-3,NA,NA,NA,3,3,NA,NA,1,NA,NA,NA,NA,NA
"Women","1415",2016,"VT.Aurubis.H.",7,"Braack",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2016,"VT.Aurubis.H.",8,"Lundquist",5,3,3,1,12,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2
"Women","1415",2016,"VT.Aurubis.H.",9,"Kettenbach",5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2016,"VT.Aurubis.H.",10,"Shaw",5,10,5,1,10,2,NA,23,4,48,9,28,1,2,9,32,1
"Women","1415",2016,"VT.Aurubis.H.",11,"Koljonen",NA,NA,NA,-3,NA,NA,NA,20,3,45,10,NA,NA,NA,NA,NA,NA
"Women","1415",2016,"VT.Aurubis.H.",13,"Mathias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2016,"VT.Aurubis.H.",14,"Cukseeva",5,7,3,-10,13,4,NA,35,8,54,17,27,NA,5,6,22,1
"Women","1415",2017,"VolleyStars.T.",3,"Mishonova",5,4,1,-4,6,1,NA,12,4,33,17,13,2,1,4,31,NA
"Women","1415",2017,"VolleyStars.T.",4,"Mertens",NA,NA,NA,-1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2017,"VolleyStars.T.",5,"Brinkmann",5,2,NA,-6,7,1,NA,13,3,54,8,11,NA,4,2,18,NA
"Women","1415",2017,"VolleyStars.T.",6,"Zuleta Garcia",6,3,1,-1,5,1,NA,NA,NA,NA,NA,5,NA,3,1,20,2
"Women","1415",2017,"VolleyStars.T.",7,"Jelinkova",4,NA,NA,-1,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"Women","1415",2017,"VolleyStars.T.",8,"Gschwendtner",NA,NA,NA,-2,NA,NA,NA,23,2,43,22,NA,NA,NA,NA,NA,NA
"Women","1415",2017,"VolleyStars.T.",10,"Nemcova",5,13,4,8,6,1,1,NA,NA,NA,NA,26,2,2,11,42,1
"Women","1415",2017,"VolleyStars.T.",11,"Steger",5,4,2,-1,9,1,1,15,NA,53,7,13,2,2,2,15,1
"Women","1415",2017,"VolleyStars.T.",15,"Speer",5,2,1,-4,4,2,NA,NA,NA,NA,NA,10,3,1,2,20,NA
"Women","1415",2018,"Rote.Raben.V.",1,"Olivera Capelli",5,12,8,6,12,2,1,9,1,44,11,25,NA,3,10,40,1
"Women","1415",2018,"Rote.Raben.V.",2,"Fabrino Ramos",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2018,"Rote.Raben.V.",3,"Lazic",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2018,"Rote.Raben.V.",4,"Sajdova",6,11,6,9,18,2,1,2,NA,NA,NA,13,NA,NA,7,54,3
"Women","1415",2018,"Rote.Raben.V.",5,"Oosterveld",NA,NA,NA,NA,NA,NA,NA,2,NA,50,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2018,"Rote.Raben.V.",6,"Stöhr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2018,"Rote.Raben.V.",8,"Helterhoff",6,1,1,NA,17,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"Women","1415",2018,"Rote.Raben.V.",9,"Dobi",6,5,3,4,8,NA,NA,NA,NA,NA,NA,10,1,NA,2,20,3
"Women","1415",2018,"Rote.Raben.V.",11,"Mesa Luaces",6,18,11,12,13,2,1,1,NA,NA,NA,23,2,2,12,52,5
"Women","1415",2018,"Rote.Raben.V.",12,"Pogany",NA,NA,NA,-1,NA,NA,NA,20,1,35,10,NA,NA,NA,NA,NA,NA
"Women","1415",2018,"Rote.Raben.V.",14,"Stigrot",5,10,3,1,19,1,NA,28,4,46,4,35,1,3,10,29,NA
"Women","1415",2019,"SC.Potsdam",1,"Carraro",5,2,2,NA,16,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Women","1415",2019,"SC.Potsdam",2,"Radzuweit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Women","1415",2019,"SC.Potsdam",3,"Rühl",NA,NA,NA,-4,NA,NA,NA,28,4,46,11,NA,NA,NA,NA,NA,NA
"Women","1415",2019,"SC.Potsdam",4,"Kvapilová",6,13,7,2,16,1,NA,7,5,NA,NA,37,2,3,11,30,2
"Women","1415",2019,"SC.Potsdam",7,"Cutuk",6,8,1,4,14,NA,NA,1,NA,100,NA,13,3,1,6,46,2
