"Datum";"Uhrzeit";"Wochentag";"Gruppen-Ebene";"Spielgruppe";"#";"Spielfeld";"Mannschaft 1";"Mannschaft 2";"Gastgeber";"Austragungsort/Ergebnis";"Austragungsort";"Ergebnis";"Saison";"Spielrunde";"Geschlecht";"Satzpunkte";"Ballpunkte";"Spieldauer";"Zuschauerzahl";"Satzpunkte 1";":";"Satzpunkte 2";"Satz 1 - Ballpunkte 1";":";"Satz 1 - Ballpunkte 2";"Satz 1 - Satzdauer";"Satz 2 - Ballpunkte 1";":";"Satz 2 - Ballpunkte 2";"Satz 2 - Satzdauer";"Satz 3 - Ballpunkte 1";":";"Satz 3 - Ballpunkte 2";"Satz 3 - Satzdauer";"Satz 4 - Ballpunkte 1";":";"Satz 4 - Ballpunkte 2";"Satz 4 - Satzdauer";"Satz 5 - Ballpunkte 1";":";"Satz 5 - Ballpunkte 2";"Satz 5 - Satzdauer";
"16.03.2016";"19:30:00";"Mittwoch";"1";"Pre-Playoff 8-9 (Best of 3)";"1503";"";"NETZHOPPERS KW-Bestensee";"CV Mitteldeutschland";"NETZHOPPERS KW-Bestensee";"1:3 / 84:98";"Landkost-Arena Bestensee (15741 Bestensee)";"1:3 / 84:98";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"1:3";"84:98";"107";"264";"1";":";"3";"25";":";"23";"28";"23";":";"25";"29";"18";":";"25";"25";"18";":";"25";"25";
"17.03.2016";"20:00:00";"Donnerstag";"1";"Pre-Playoff 7-10 (Best of 3)";"1500";"";"TSV Herrsching";"TV Rottenburg";"TSV Herrsching";"3:0 / 75:58";"Nikolaushalle (82211 Herrsching)";"3:0 / 75:58";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"3:0";"75:58";"73";"800";"3";":";"0";"25";":";"16";"19";"25";":";"22";"28";"25";":";"20";"26";
"19.03.2016";"19:30:00";"Samstag";"1";"Pre-Playoff 7-10 (Best of 3)";"1501";"";"TV Rottenburg";"TSV Herrsching";"TV Rottenburg";"2:3 / 102:114";"Paul Horn-Arena (72072 Tübingen)";"2:3 / 102:114";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"2:3";"102:114";"130";"1100";"2";":";"3";"21";":";"25";"27";"28";":";"26";"35";"25";":";"23";"28";"18";":";"25";"24";"10";":";"15";"16";
"19.03.2016";"19:30:00";"Samstag";"1";"Pre-Playoff 8-9 (Best of 3)";"1504";"";"CV Mitteldeutschland";"NETZHOPPERS KW-Bestensee";"CV Mitteldeutschland";"3:2 / 111:102";"Jahrhunderthalle Spergau (06237 Leuna /OT Spergau)";"3:2 / 111:102";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"3:2";"111:102";"120";"474";"3";":";"2";"25";":";"20";"25";"25";":";"19";"25";"23";":";"25";"26";"23";":";"25";"27";"15";":";"13";"17";
"19.03.2016";"19:30:00";"Samstag";"2";"Viertelfinale Playoff 3-6 (Best of 3)";"1512";"";"United Volleys RheinMain";"TV Ingersoll Bühl";"United Volleys RheinMain";"3:0 / 75:53";"Fraport Arena (65929 Frankfurt am Main)";"3:0 / 75:53";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"3:0";"75:53";"76";"1312";"3";":";"0";"25";":";"20";"25";"25";":";"14";"24";"25";":";"19";"27";
"23.03.2016";"20:00:00";"Mittwoch";"2";"Viertelfinale Playoff 3-6 (Best of 3)";"1513";"";"TV Ingersoll Bühl";"United Volleys RheinMain";"TV Ingersoll Bühl";"0:3 / 64:75";"Großsporthalle Bühl (77815 Bühl)";"0:3 / 64:75";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"0:3";"64:75";"77";"1287";"0";":";"3";"20";":";"25";"25";"21";":";"25";"26";"23";":";"25";"26";
"26.03.2016";"18:30:00";"Samstag";"2";"Viertelfinale Playoff 1-8 (Best of 3)";"1506";"";"BERLIN RECYCLING Volleys";"CV Mitteldeutschland";"BERLIN RECYCLING Volleys";"3:0 / 75:60";"Max-Schmeling-Halle (10437 Berlin)";"3:0 / 75:60";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"3:0";"75:60";"77";"3462";"3";":";"0";"25";":";"18";"24";"25";":";"19";"25";"25";":";"23";"28";
"26.03.2016";"19:30:00";"Samstag";"2";"Viertelfinale Playoff 2-7 (Best of 3)";"1509";"";"VfB Friedrichshafen";"TSV Herrsching";"VfB Friedrichshafen";"3:1 / 95:71";"ZF Arena (88045 Friedrichshafen)";"3:1 / 95:71";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"3:1";"95:71";"98";"2030";"3";":";"1";"25";":";"15";"22";"25";":";"17";"25";"20";":";"25";"27";"25";":";"14";"24";
"26.03.2016";"20:00:00";"Samstag";"2";"Viertelfinale Playoff 4-5 (Best of 3)";"1515";"";"SVG Lüneburg";"SWD powervolleys DÜREN";"SVG Lüneburg";"3:2 / 104:102";"Gellersenhalle (21391 Reppenstedt)";"3:2 / 104:102";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"3:2";"104:102";"127";"800";"3";":";"2";"25";":";"23";"30";"23";":";"25";"28";"25";":";"21";"27";"16";":";"25";"27";"15";":";"8";"15";
"30.03.2016";"19:30:00";"Mittwoch";"2";"Viertelfinale Playoff 4-5 (Best of 3)";"1516";"";"SWD powervolleys DÜREN";"SVG Lüneburg";"SWD powervolleys DÜREN";"1:3 / 91:101";"Arena Kreis Düren (52349 Düren)";"1:3 / 91:101";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"1:3";"91:101";"122";"1800";"1";":";"3";"17";":";"25";"28";"25";":";"23";"31";"23";":";"25";"30";"26";":";"28";"33";
"31.03.2016";"20:00:00";"Donnerstag";"2";"Viertelfinale Playoff 2-7 (Best of 3)";"1510";"";"TSV Herrsching";"VfB Friedrichshafen";"unbekannt";"1:3 / 81:106";"Nikolaushalle (82211 Herrsching)";"1:3 / 81:106";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"1:3";"81:106";"113";"1000";"1";":";"3";"33";":";"31";"35";"20";":";"25";"27";"14";":";"25";"23";"14";":";"25";"28";
"06.04.2016";"19:30:00";"Mittwoch";"2";"Viertelfinale Playoff 1-8 (Best of 3)";"1507";"";"CV Mitteldeutschland";"BERLIN RECYCLING Volleys";"CV Mitteldeutschland";"0:3 / 56:75";"Jahrhunderthalle Spergau (06237 Leuna /OT Spergau)";"0:3 / 56:75";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"0:3";"56:75";"68";"753";"0";":";"3";"18";":";"25";"23";"17";":";"25";"22";"21";":";"25";"23";
"12.04.2016";"19:30:00";"Dienstag";"3";"Halbfinale Playoff 1-4 (Best of 3)";"1518";"";"BERLIN RECYCLING Volleys";"SVG Lüneburg";"BERLIN RECYCLING Volleys";"3:2 / 107:106";"Max-Schmeling-Halle (10437 Berlin)";"3:2 / 107:106";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"3:2";"107:106";"123";"3623";"3";":";"2";"25";":";"20";"25";"26";":";"24";"28";"23";":";"25";"28";"18";":";"25";"25";"15";":";"12";"17";
"13.04.2016";"20:00:00";"Mittwoch";"3";"Halbfinale Playoff 2-3 (Best of 3)";"1523";"";"VfB Friedrichshafen";"United Volleys RheinMain";"VfB Friedrichshafen";"2:3 / 95:110";"ZF Arena (88045 Friedrichshafen)";"2:3 / 95:110";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"2:3";"95:110";"125";"2150";"2";":";"3";"25";":";"21";"26";"25";":";"19";"28";"9";":";"25";"20";"28";":";"30";"36";"8";":";"15";"15";
"16.04.2016";"19:30:00";"Samstag";"3";"Halbfinale Playoff 2-3 (Best of 3)";"1524";"";"United Volleys RheinMain";"VfB Friedrichshafen";"United Volleys RheinMain";"0:3 / 61:75";"Fraport Arena (65929 Frankfurt am Main)";"0:3 / 61:75";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"0:3";"61:75";"82";"3883";"0";":";"3";"23";":";"25";"28";"19";":";"25";"25";"19";":";"25";"29";
"16.04.2016";"20:00:00";"Samstag";"3";"Halbfinale Playoff 1-4 (Best of 3)";"1519";"";"SVG Lüneburg";"BERLIN RECYCLING Volleys";"SVG Lüneburg";"2:3 / 118:122";"Gellersenhalle (21391 Reppenstedt)";"2:3 / 118:122";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"2:3";"118:122";"139";"800";"2";":";"3";"28";":";"26";"31";"28";":";"26";"31";"23";":";"25";"26";"28";":";"30";"34";"11";":";"15";"17";
"21.04.2016";"20:00:00";"Donnerstag";"3";"Halbfinale Playoff 2-3 (Best of 3)";"1525";"";"VfB Friedrichshafen";"United Volleys RheinMain";"VfB Friedrichshafen";"3:0 / 75:53";"ZF Arena (88045 Friedrichshafen)";"3:0 / 75:53";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"3:0";"75:53";"78";"2246";"3";":";"0";"25";":";"19";"24";"25";":";"20";"29";"25";":";"14";"25";
"24.04.2016";"16:00:00";"Sonntag";"4";"Finale Playoff 1-2 (Best of 5)";"1528";"";"BERLIN RECYCLING Volleys";"VfB Friedrichshafen";"BERLIN RECYCLING Volleys";"3:1 / 98:88";"Max-Schmeling-Halle (10437 Berlin)";"3:1 / 98:88";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"3:1";"98:88";"113";"6773";"3";":";"1";"25";":";"21";"28";"25";":";"23";"29";"23";":";"25";"29";"25";":";"19";"27";
"28.04.2016";"20:00:00";"Donnerstag";"4";"Finale Playoff 1-2 (Best of 5)";"1529";"";"VfB Friedrichshafen";"BERLIN RECYCLING Volleys";"VfB Friedrichshafen";"2:3 / 111:100";"ZF Arena (88045 Friedrichshafen)";"2:3 / 111:100";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"2:3";"111:100";"125";"2500";"2";":";"3";"25";":";"13";"24";"21";":";"25";"27";"23";":";"25";"29";"25";":";"18";"25";"17";":";"19";"20";
"01.05.2016";"15:00:00";"Sonntag";"4";"Finale Playoff 1-2 (Best of 5)";"1530";"";"BERLIN RECYCLING Volleys";"VfB Friedrichshafen";"BERLIN RECYCLING Volleys";"3:0 / 76:61";"Max-Schmeling-Halle (10437 Berlin)";"3:0 / 76:61";"2015/16";"1. Bundesliga Männer Playoff";"männlich";"3:0";"76:61";"81";"8120";"3";":";"0";"26";":";"24";"30";"25";":";"16";"25";"25";":";"21";"26";
